legacyId,companyId
112431,44679
112432,44679
112433,44679
112434,44679
112435,44679
112436,44679
112437,44679
112438,44679
112439,44679
112440,44679
112441,44679
106424,44681
106426,44681
94687,44682
94688,44683
94689,44684
94690,44686
94692,44687
94696,44688
109873,44689
109874,44689
109875,44689
109876,44689
109877,44689
109878,44689
109879,44689
109880,44689
109881,44689
109882,44689
109883,44689
109884,44689
109885,44689
105898,44695
94713,44697
109746,44697
100186,44697
94707,44698
94708,44698
100202,44698
100203,44698
100204,44698
100205,44698
100206,44698
100208,44698
100209,44698
100210,44698
94709,44699
94711,44699
105901,44699
110550,44699
100211,44699
100214,44699
100216,44699
100217,44699
100218,44699
100220,44699
100222,44699
100224,44699
94714,44700
94715,44700
94716,44700
94718,44701
94720,44701
106334,44701
110212,44701
94722,44703
105618,44703
94664,44704
94724,44704
94728,44704
105619,44704
94729,44705
94731,44705
105616,44705
94732,44706
94733,44706
94734,44706
94735,44707
107520,44707
95493,44708
95494,44708
106333,44709
94739,44710
106332,44710
110211,44710
94743,44712
94744,44712
94751,44716
94753,44717
94764,44721
94767,44722
94768,44724
95065,44725
94766,44726
94770,44726
94771,44726
94772,44726
94774,44726
101494,44726
111492,44726
94775,44727
94776,44727
110206,44727
94777,44728
94778,44728
94779,44728
101936,44728
103009,44728
94780,44729
94781,44729
94782,44729
94783,44729
111490,44729
94784,44730
94785,44730
94786,44730
110207,44730
111491,44730
94789,44731
94791,44733
94792,44734
94793,44734
94794,44734
94795,44734
110215,44734
101493,44734
94796,44735
94797,44735
94798,44735
103007,44735
94801,44736
94802,44736
103008,44736
106441,44736
94804,44737
94805,44737
94810,44739
95815,44739
95816,44739
95818,44739
95819,44739
95820,44739
95821,44739
101819,44739
110623,44739
110624,44739
94293,44741
94294,44741
94295,44741
94296,44741
94297,44741
94298,44741
94299,44741
94300,44741
94301,44741
94302,44741
94303,44741
94304,44741
94306,44741
94307,44741
94308,44741
94309,44741
94310,44741
94311,44741
94312,44741
94330,44741
94333,44741
94334,44741
94336,44741
94341,44741
94343,44741
