Type,LegacyUserID,LegacyUnitID,ResultTitle,SelfAssessmentDate,StartDate,EndDate,ExpiryDate,Where,Points,EndorsedDate,EndorsedStatus,Comments,Files
Achievements,95323,41337,Manual Handling Short Course,,28/08/2015,28/08/2015,28/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95323,41338,Poultry Welfare Short Course,,27/08/2015,27/08/2015,27/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95323,41341,First Aid Qualification,,09/02/2015,09/02/2015,09/02/2020,Thai Heart Foundation,,,,,
Achievements,95323,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,16/03/2012,16/03/2012,16/03/2017,Maejo University,,,,,
Achievements,95323,,Safety Officer at Supervisor Level,,17/08/2012,17/08/2012,17/08/2017,CPF Training Center,,,,,
Achievements,95323,,ISO 9001:2008 Requirement,,19/07/2013,19/07/2013,19/07/2018,Intertek,,,,,
Achievements,95323,,GMP/HACCP,,21/12/2012,21/12/2012,21/12/2017,CPF Training Center,,,,,
Achievements,95323,,ISO 9001:2008 Internal Audit,,05/02/2014,05/02/2014,05/02/2019,Intertek,,,,,
Achievements,95323,,GMP/HACCP Internal Audit,,04/02/2014,04/02/2014,04/02/2019,Intertek,,,,,
Achievements,95325,,GAP of Hatchery for Agriculturist,,13/10/2006,13/10/2006,13/10/2011,Department of Livestock Development,,,,,
Achievements,95325,,Safety Officer at Supervisor Level,,25/05/2007,25/05/2007,25/05/2012,Kongjitman Consultant Academic and Training Co Ltd,,,,,
Achievements,95325,,Transition to ISO 9001 Version 2008,,14/09/2009,14/09/2009,14/09/2014,CPF Training Center,,,,,
Achievements,95325,,GMP/HACCP,,02/06/2006,02/06/2006,02/06/2011,CPF Training Center,,,,,
Achievements,95325,41335,Health & Safety Short Course,,25/10/2016,25/10/2016,25/10/2021,Thai Poultry Veterinary Association,,,,,
Achievements,95325,41336,Hygiene & Biosecurity Short Course,,08/04/2015,08/04/2015,08/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95325,41337,Manual Handling Short Course,,07/04/2015,07/04/2015,07/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95325,41338,Poultry Welfare Short Course,,07/04/2015,07/04/2015,07/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95325,41341,First Aid Qualification,,09/02/2015,09/02/2015,09/02/2020,Thai Heart Foundation,,,,,
Achievements,95325,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,11/03/2006,11/03/2006,,Kasetsart University,,,,,
Achievements,95326,,ISO9001:2008 Requirement,,21/07/2014,21/07/2014,21/07/2019,Intertek,,,,,
Achievements,95326,,ISO9001:2008 Internal Audit,,22/07/2014,22/07/2014,22/07/2019,Intertek,,,,,
Achievements,95326,,GMP/HACCP Requirement,,23/07/2014,23/07/2014,23/07/2019,Intertek,,,,,
Achievements,95326,,GMP/HACCP Internal Audit,,24/07/2014,24/07/2014,24/07/2019,Intertek,,,,,
Achievements,95326,41336,Hygiene & Biosecurity Short Course,,25/03/2015,25/03/2015,25/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95326,41337,Manual Handling Short Course,,25/03/2015,25/03/2015,25/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95326,41338,Poultry Welfare Short Course,,07/04/2015,07/04/2015,07/04/2020,Animal Welfare Training,,,,,
Achievements,95326,41341,First Aid Qualification,,21/07/2015,21/07/2015,21/07/2020,Thai Heart Foundation,,,,,
Achievements,95326,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,24/03/2014,24/03/2014,,Chaingmai University,,,,,
Achievements,95326,41335,Health & Safety Short Course,,29/09/2016,29/09/2016,29/09/2021,Thai Poultry Veterinary Association,,,,,
Achievements,95326,41336,Hygiene & Biosecurity Short Course,,25/03/2015,25/03/2015,25/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95326,41337,Manual Handling Short Course,,25/03/2015,25/03/2015,25/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95326,41338,Poultry Welfare Short Course,,24/03/2015,24/03/2015,24/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95326,41341,First Aid Qualification,,21/07/2015,21/07/2015,21/07/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95326,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,24/03/2014,24/03/2014,,Chaingmai University,,,,,
Achievements,95327,,Poultry Welfare Officer Farm,,07/01/2014,07/01/2014,07/01/2019,Animal Welfare Training,,,,,
Achievements,95327,,GAP of Hatchery for Agriculturist,,13/10/2006,13/10/2006,13/10/2011,Department of Livestock Development,,,,,
Achievements,95327,,Safety Officer at Executive Level,,16/01/2009,16/01/2009,16/01/2014,Kongjitman Consultant Academic and Training Co Ltd,,,,,
Achievements,95327,,Transition to ISO 9001 Version 2008,,14/09/2009,14/09/2009,14/09/2014,CPF Training Center,,,,,
Achievements,95327,,GMP/HACCP,,14/04/2001,14/04/2001,14/04/2006,CPF Training Center,,,,,
Achievements,95327,,ISO 9001:2008 Internal Auditor Training Course,,15/10/2009,15/10/2009,15/10/2014,Moody International,,,,,
Achievements,95327,41336,Hygiene & Biosecurity Short Course,,29/04/2015,29/04/2015,29/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95327,41337,Manual Handling Short Course,,29/04/2015,29/04/2015,29/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95327,41338,Poultry Welfare Short Course,,28/04/2015,28/04/2015,28/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95327,41341,First Aid Qualification,,09/02/2015,09/02/2015,09/02/2020,Thai Heart Foundation,,,,,
Achievements,95327,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,06/03/2000,06/03/2000,,Maejo University,,,,,
Achievements,95327,41335,Health & Safety Short Course,,25/10/2016,25/10/2016,25/10/2021,Thai Poultry Veterinary Association,,,,,
Achievements,95327,41336,Hygiene & Biosecurity Short Course,,29/04/2015,29/04/2015,29/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95327,41337,Manual Handling Short Course,,29/04/2015,29/04/2015,29/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95327,41338,Poultry Welfare Short Course,,28/04/2015,28/04/2015,28/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95327,41341,First Aid Qualification,,09/02/2015,09/02/2015,09/02/2020,Thai Heart Foundation,,,,,
Achievements,95327,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,06/03/2000,06/03/2000,,Maejo University,,,,,
Achievements,95328,,Safety Officer at Supervisor Level,,17/08/2012,17/08/2012,17/08/2017,CPF Training Center,,,,,
Achievements,95328,,ISO 9001:2008 Requirement,,19/07/2013,19/07/2013,19/07/2018,Intertek,,,,,
Achievements,95328,,GMP/HACCP Requirement,,20/07/2013,20/07/2013,20/07/2018,Intertek,,,,,
Achievements,95328,,ISO9001:2008 Internal Audit,,05/02/2014,05/02/2014,05/02/2019,Intertek,,,,,
Achievements,95328,,GMP/HACCP Internal Audit,,06/02/2014,06/02/2014,06/02/2019,Intertek,,,,,
Achievements,95328,41336,Hygiene & Biosecurity Short Course,,25/03/2015,25/03/2015,25/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95328,41337,Manual Handling Short Course,,25/03/2015,25/03/2015,25/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95328,41338,Poultry Welfare Short Course,,24/03/2015,24/03/2015,24/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95328,41341,First Aid Qualification,,09/02/2015,09/02/2015,09/02/2020,Thai Heart Foundation,,,,,
Achievements,95328,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,16/03/2012,16/03/2012,,Maejo University,,,,,
Achievements,95328,41335,Health & Safety Short Course,,29/09/2016,29/09/2016,29/09/2021,Thai Poultry Veterinary Association,,,,,
Achievements,95328,41336,Hygiene & Biosecurity Short Course,,25/03/2015,25/03/2015,25/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95328,41337,Manual Handling Short Course,,25/03/2015,25/03/2015,25/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95328,41338,Poultry Welfare Short Course,,24/03/2015,24/03/2015,24/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95328,41341,First Aid Qualification,,09/02/2015,09/02/2015,09/02/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95328,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,16/03/2012,16/03/2012,,Maejo University,,,,,
Achievements,95329,,Safety Officer at Supervisor Level,,16/07/2013,16/07/2013,16/07/2018,CPF Training Center,,,,,
Achievements,95329,,ISO 9001:2008 Requirement,,19/07/2013,19/07/2013,19/07/2018,Intertek,,,,,
Achievements,95329,,ISO 9001:2008 Internal Audit,,05/02/2014,05/02/2014,05/02/2019,Intertek,,,,,
Achievements,95329,,GMP/HACCP Requirement,,20/07/2013,20/07/2013,20/07/2018,Intertek,,,,,
Achievements,95329,,GMP/HACCP Internal Audit,,06/02/2014,06/02/2014,06/02/2019,Intertek,,,,,
Achievements,95329,41336,Hygiene & Biosecurity Short Course,,25/03/2015,25/03/2015,25/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95329,41337,Manual Handling Short Course,,25/03/2015,25/03/2015,25/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95329,41338,Poultry Welfare Short Course,,24/03/2015,24/03/2015,24/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95329,41341,First Aid Qualification,,09/02/2015,09/02/2015,09/02/2020,Thai Heart Foundation,,,,,
Achievements,95329,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,15/03/2013,15/03/2013,,Khonkean University,,,,,
Achievements,95329,41335,Health & Safety Short Course,,29/09/2016,29/09/2016,29/09/2021,Thai Poultry Veterinary Association,,,,,
Achievements,95329,41336,Hygiene & Biosecurity Short Course,,25/03/2015,25/03/2015,25/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95329,41337,Manual Handling Short Course,,25/03/2015,25/03/2015,25/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95329,41338,Poultry Welfare Short Course,,24/03/2015,24/03/2015,24/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95329,41341,First Aid Qualification,,09/02/2015,09/02/2015,09/02/2020,Thai Heart Foundation,,,,,
Achievements,95329,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,15/03/2013,15/03/2013,,Khonkean University,,,,,
Achievements,95330,41335,Health & Safety Short Course,,29/09/2016,29/09/2016,29/09/2021,Thai Poultry Veterinary Association,,,,,
Achievements,95330,41336,Hygiene & Biosecurity Short Course,,08/07/2014,08/07/2015,08/06/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95330,41337,Manual Handling Short Course,,08/07/2014,08/07/2015,08/07/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95330,41338,Poultry Welfare Short Course,,07/07/2015,07/07/2015,07/07/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95330,41341,First Aid Qualification,,09/02/2015,09/02/2015,09/02/2020,Thai Heart Foundation,,,,,
Achievements,95330,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,17/03/2005,17/03/2005,,Khonkean University,,,,,
Achievements,95335,,GAP of Broiler Chicken Farm for Agriculturist,,26/12/2014,26/12/2014,26/12/2019,Department of Livestock Developement,,,,,
Achievements,95335,,GMP/HACCP internal Audit,,06/02/2014,06/02/2014,06/02/2019,Intertek,,,,,
Achievements,95335,,GAP of Broiler Breeder Chicken Farm for Agriculturist,,23/01/2013,23/01/2013,23/01/2018,Department of Livestock Development,,,,,
Achievements,95335,,Entry Leader,,22/01/2013,22/01/2013,22/01/2018,CPF Training Center,,,,,
Achievements,95335,,GMP/HACCP Requirement,,20/07/2013,20/07/2013,20/07/2018,Intertek,,,,,
Achievements,95335,,Compartment Management the Hatcheryof Poultry Agriculturist,,17/05/2012,17/05/2012,17/05/2017,Department of Livestock Development,,,,,
Achievements,95335,,Internal Audit for ISO 9001:2008 Training Course,,21/09/2011,21/09/2011,21/09/2016,Intertek,,,,,
Achievements,95335,,Safety Course to Operate in Confined Spaces,,15/08/2011,17/08/2011,17/08/2016,Thai Safety and Training Co Ltd,,,,,
Achievements,95335,,Safety Officer Supervisor Level,,03/03/2011,03/03/2011,03/03/2016,CPF Training Center,,,,,
Achievements,95335,,ISO 9001 Version 2008,,28/02/2011,28/02/2011,28/02/2016,Quality Standard System Center,,,,,
Achievements,95335,,QMD Training Course,,08/09/2010,08/09/2010,08/09/2015,Quality & Measurement,,,,,
Achievements,95335,41336,Hygiene & Biosecurity Short Course,,25/03/2015,25/03/2015,25/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95335,41337,Manual Handling Short Course,,24/03/2015,24/03/2015,24/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95335,41338,Poultry Welfare Short Course,,24/03/2015,24/03/2015,24/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95335,41341,First Aid Qualification,,09/02/2015,09/02/2015,09/02/2020,Thai Heart Foundation,,,,,
Achievements,95335,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,02/03/2010,02/03/2010,,Chiang Mai University,,,,,
Achievements,95335,41335,Health & Safety Short Course,,29/09/2016,29/09/2016,29/09/2021,Thai Poultry Veterinary Association,,,,,
Achievements,95335,41336,Hygiene & Biosecurity Short Course,,25/03/2015,25/03/2015,25/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95335,41337,Manual Handling Short Course,,25/03/2015,25/03/2015,25/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95335,41338,Poultry Welfare Short Course,,24/03/2015,24/03/2015,24/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95335,41341,First Aid Qualification,,09/02/2015,09/02/2015,09/02/2020,Heart Association of Thailand,,,,,
Achievements,95335,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,31/01/2010,31/01/2010,,Chiang Mai University,,,,,
Achievements,95337,,HACCP & GMP Awareness & Intepretation,,28/09/2015,28/09/2015,28/09/2020,Sekhui Learning Center,,,,,
Achievements,95337,,Safety Officer Supervisor Level,,06/10/2015,06/10/2015,06/10/2020,CPF Training Center,,,,,
Achievements,95338,,Compartment Management of Broiler Poultry Farm for Agriculturist,,29/05/2012,29/05/2012,29/05/2017,Department of Livestock Development,,,,,
Achievements,95338,,First Aid and Cardiopulmonary Resuscitation,,04/05/2011,04/05/2011,04/05/2016,Chao Phya Abhaibhubejhr Hospital,,,,,
Achievements,95338,,Good Agricultural Practice,,07/10/2003,07/10/2003,07/10/2008,Department of Livestock Development,,,,,
Achievements,95338,,Internal Audit for CPF SHE Management System,,21/04/2011,21/04/2011,21/04/2016,CPF Training Center,,,,,
Achievements,95338,,Pest Control Integrated,,14/02/2007,14/02/2007,14/02/2012,Department of Health,,,,,
Achievements,95338,,Safety Officer at Executive Level,,20/04/2012,20/04/2012,20/04/2017,CPF Training Center,,,,,
Achievements,95338,41336,Hygiene & Biosecurity Short Course,,29/04/2015,29/04/2015,29/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95338,41337,Manual Handling Short Course,,29/04/2015,29/04/2015,29/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95338,41338,Poultry Welfare Short Course,,28/04/2015,28/04/2015,28/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95339,,Good Agricultural Practice,,31/01/2007,31/01/2007,31/01/2012,Department of Livestock Development,,,,,
Achievements,95339,,Pest Control Integrated,,14/02/2007,14/02/2007,14/02/2012,Department of Health,,,,,
Achievements,95339,,Safety Officer at Executive Level,,20/04/2012,20/04/2012,20/04/2017,CPF Training Center,,,,,
Achievements,95339,,Compartment Management of Broiler Poultry Farm for Agriculturist,,31/01/2007,31/01/2007,31/01/2012,Deparatment of Livestock Development,,,,,
Achievements,95339,41336,Hygiene & Biosecurity Short Course,,29/04/2015,29/04/2015,29/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95339,41337,Manual Handling Short Course,,29/04/2015,29/04/2015,29/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95339,41338,Poultry Welfare Short Course,,28/04/2015,28/04/2015,28/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95340,,Compartment management of boiler poultry farm for Agriculturist,,29/05/2012,29/05/2012,29/05/2017,Livestock Development ,,,,,
Achievements,95340,,Good Agricultural Practice,,22/06/2006,22/06/2006,22/06/2011,Department of Livestock Development,,,,,
Achievements,95340,,Internal Audit for CPF SHE Management System,,13/05/2011,13/05/2011,13/05/2016,CPF,,,,,
Achievements,95340,,Pest Control Integrated,,14/02/2007,14/02/2007,14/02/2012,Department of Health,,,,,
Achievements,95340,,Safety Officer at Executive Level,,13/03/2014,13/03/2014,13/03/2019,CPF Training Center,,,,,
Achievements,95340,41336,Hygiene & Biosecurity Short Course,,25/03/2015,25/03/2015,25/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95340,41337,Manual Handling Short Course,,25/03/2015,25/03/2015,25/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95340,41338,Poultry Welfare Short Course,,24/03/2015,24/03/2015,24/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95341,,Compartment Management of Broiler Poultry Farm,,31/01/2007,31/01/2007,31/01/2012,Department of Livestock Development,,,,,
Achievements,95341,,Good Agricultural Practice,,07/10/2003,07/10/2003,07/10/2008,Department of Livestock Development,,,,,
Achievements,95341,,Internal Audit for CPF SHE Management System,,21/04/2011,21/04/2011,21/04/2016,CPF Training Center,,,,,
Achievements,95341,,Pest Control Integrated,,14/02/2007,14/02/2007,14/02/2012,Department of Health,,,,,
Achievements,95341,,Safety Officer at Executive Level,,11/09/2008,11/09/2008,11/09/2013,Kongjitman Consultant Academic and Training,,,,,
Achievements,95341,41336,Hygiene & Biosecurity Short Course,,25/03/2015,25/03/2015,25/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95341,41337,Manual Handling Short Course,,25/03/2015,25/03/2015,25/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95341,41338,Poultry Welfare Short Course,,24/03/2015,24/03/2015,24/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,96146,41336,Hygiene & Biosecurity Short Course,,25/03/2015,25/03/2015,25/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,96146,41337,Manual Handling Short Course,,25/03/2015,25/03/2015,25/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,96146,41338,Poultry Welfare Short Course,,24/03/2015,24/03/2015,24/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95205,41335,Health & Safety Short Course,,29/09/2016,29/09/2016,29/09/2021,Thai Poultry Veterinary Association,,,,,
Achievements,95346,41335,Health & Safety Short Course,,24/11/2016,24/11/2016,24/11/2021,Thai Poultry Veterinary Association,,,,,
Achievements,95346,41336,Hygiene & Biosecurity Short Course,,17/06/2016,17/06/2016,17/06/2021,Thai Poultry Veterinary Association,,,,,
Achievements,95346,41337,Manual Handling Short Course,,17/06/2016,17/06/2016,17/06/2021,Thai Poultry Veterinary Association,,,,,
Achievements,95346,41338,Poultry Welfare Short Course,,16/06/2016,16/06/2016,16/06/2021,Thai Poultry Veterinary Association,,,,,
Achievements,96079,41335,Health & Safety Short Course,,25/10/2016,25/10/2016,25/10/2021,Thai Poultry Veterinary Association,,,,,
Achievements,96147,,First Aid and Health Care,,24/06/2015,24/06/2015,24/06/2020,Thai Red Cross Society,,,,,
Achievements,96147,41335,Health & Safety Short Course,,29/09/2016,29/09/2016,29/09/2021,Thai Poultry Veterinary Association,,,,,
Achievements,96147,41336,Hygiene & Biosecurity Short Course,,25/03/2015,25/03/2015,25/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,96147,41337,Manual Handling Short Course,,25/03/2015,25/03/2015,25/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,96147,41338,Poultry Welfare Short Course,,24/03/2015,24/03/2015,24/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,96148,,First Aid and Health Care,,24/06/2015,24/06/2015,24/06/2020,Thai Red Cross Society,,,,,
Achievements,96148,41335,Health & Safety Short Course,,25/10/2016,25/10/2016,25/10/2021,Thai Poultry Veterinary Association,,,,,
Achievements,96148,41336,Hygiene & Biosecurity Short Course,,29/04/2015,29/04/2015,29/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,96148,41337,Manual Handling Short Course,,29/04/2015,29/04/2015,29/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,96148,41338,Poultry Welfare Short Course,,28/04/2015,28/04/2015,28/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,105092,41335,Health & Safety Short Course,,27/07/2017,27/07/2017,27/07/2022,Thai Poultry Veterinary Association,,,,,
Achievements,105092,41336,Hygiene & Biosecurity Short Course,,26/07/2017,26/07/2017,26/07/2022,Thai Poultry Veterinary Association,,,,,
Achievements,105092,41337,Manual Handling Short Course,,26/07/2017,26/07/2017,26/07/2022,Thai Poultry Veterinary Association,,,,,
Achievements,105092,41338,Poultry Welfare Short Course,,27/07/2017,27/07/2017,27/07/2022,Thai Poultry Veterinary Association,,,,,
Achievements,95349,41335,Health & Safety Short Course,,25/11/2016,25/11/2016,25/11/2021,Thai Poultry Veterinary Association,,,,,
Achievements,96150,41335,Health & Safety Short Course,,25/11/2016,25/11/2016,25/11/2021,Thai Poultry Veterinary Association,,,,,
Achievements,95350,41335,Health & Safety Short Course,,29/09/2016,29/09/2016,29/09/2021,Thai Poultry Veterinary Association,,,,,
Achievements,95350,41336,Hygiene & Biosecurity Short Course,,08/04/2015,08/04/2015,08/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95350,41337,Manual Handling Short Course,,07/04/2015,07/04/2015,07/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95350,41338,Poultry Welfare Short Course,,07/04/2015,07/04/2015,07/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95350,41341,First Aid Qualification,,02/09/2015,02/09/2015,02/09/2020,Thai Red Cross,,,,,
Achievements,95350,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,01/06/1994,01/06/1994,,Sukhothai Thammathirat,,,,,
Achievements,95351,41335,Health & Safety Short Course,,29/09/2016,29/09/2016,29/09/2021,Thai Poultry Veterinary Association,,,,,
Achievements,95351,41336,Hygiene & Biosecurity Short Course,,09/06/2015,09/06/2015,09/06/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95351,41337,Manual Handling Short Course,,09/06/2015,09/06/2015,09/06/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95351,41338,Poultry Welfare Short Course,,10/06/2015,10/06/2015,10/06/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95351,41341,First Aid Qualification,,02/09/2015,02/09/2015,02/09/2020,Thai Red Cros,,,,,
Achievements,95351,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,15/03/2004,15/03/2004,,0,,,,,
Achievements,95352,41335,Health & Safety Short Course,,29/09/2016,29/09/2016,29/09/2021,Thai Poultry Veterinary Association,,,,,
Achievements,95352,41336,Hygiene & Biosecurity Short Course,,09/06/2015,09/06/2015,09/06/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95352,41337,Manual Handling Short Course,,09/06/2015,09/06/2015,09/06/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95352,41338,Poultry Welfare Short Course,,10/06/2015,10/06/2015,10/06/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95352,41341,First Aid Qualification,,02/09/2015,02/09/2015,02/09/2020,Thai Red Cross,,,,,
Achievements,95352,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,24/03/1983,25/03/1983,,0,,,,,
Achievements,95353,41335,Health & Safety Short Course,,29/09/2016,29/09/2016,29/09/2021,Thai Poultry Veterinary Association,,,,,
Achievements,95353,41336,Hygiene & Biosecurity Short Course,,09/06/2015,09/06/2015,09/06/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95353,41337,Manual Handling Short Course,,09/06/2015,09/06/2015,09/06/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95353,41338,Poultry Welfare Short Course,,10/06/2015,10/06/2015,10/06/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95353,41341,First Aid Qualification,,03/09/2015,03/09/2015,03/09/2020,Thai Red Cross,,,,,
Achievements,95353,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,21/03/1988,21/03/1988,,0,,,,,
Achievements,95355,41335,Health & Safety Short Course,,29/09/2016,29/09/2016,29/09/2021,Thai Poultry Veterinary Association,,,,,
Achievements,95355,41336,Hygiene & Biosecurity Short Course,,09/06/2015,09/06/2015,09/06/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95355,41337,Manual Handling Short Course,,09/06/2015,09/06/2015,09/06/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95355,41338,Poultry Welfare Short Course,,10/06/2015,10/06/2015,10/06/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95355,41341,First Aid Qualification,,03/09/2015,03/09/2015,03/09/2020,Thai Red Cross,,,,,
Achievements,95355,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,20/03/1984,20/03/1984,,0,,,,,
Achievements,95356,41336,Hygiene & Biosecurity Short Course,,09/06/2015,09/06/2015,09/06/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95356,41337,Manual Handling Short Course,,09/06/2015,09/06/2015,09/06/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95356,41338,Poultry Welfare Short Course,,10/06/2015,10/06/2015,10/06/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95356,41341,First Aid Qualification,,02/09/2015,02/09/2015,02/09/2020,Thai Red Cross,,,,,
Achievements,95356,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,24/05/2006,24/05/2006,,0,,,,,
Achievements,95357,41335,Health & Safety Short Course,,29/09/2016,29/09/2016,29/09/2021,Thai Poultry Veterinary Association,,,,,
Achievements,95357,41336,Hygiene & Biosecurity Short Course,,09/06/2015,09/06/2015,09/06/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95357,41337,Manual Handling Short Course,,09/06/2015,09/06/2015,09/06/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95357,41338,Poultry Welfare Short Course,,10/06/2015,10/06/2015,10/06/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95357,41341,First Aid Qualification,,03/09/2015,03/09/2015,03/09/2020,Thai Red Cross,,,,,
Achievements,95357,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,06/10/1989,06/10/1989,,Rajamangala Institute of Technology,,,,,
Achievements,95358,41335,Health & Safety Short Course,,24/11/2016,24/11/2016,24/11/2021,Thai Poultry Veterinary Association,,,,,
Achievements,95358,41336,Hygiene & Biosecurity Short Course,,25/03/2015,25/03/2015,25/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95358,41337,Manual Handling Short Course,,25/03/2015,25/03/2015,25/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95358,41338,Poultry Welfare Short Course,,24/03/2015,24/03/2015,24/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,96152,41335,Health & Safety Short Course,,27/07/2017,27/07/2017,27/07/2022,Thai Poultry Veterinary Association,,,,,
Achievements,96152,41336,Hygiene & Biosecurity Short Course,,26/07/2017,26/07/2017,26/07/2022,Thai Poultry Veterinary Association,,,,,
Achievements,96152,41337,Manual Handling Short Course,,26/07/2017,26/07/2017,26/07/2022,Thai Poultry Veterinary Association,,,,,
Achievements,96152,41338,Poultry Welfare Short Course,,27/07/2017,27/07/2017,27/07/2022,Thai Poultry Veterinary Association,,,,,
